account_id,incoming_txns,outgoing_txns,time_between_txns,txn_amount_variance,unique_counterparties,txn_frequency,round_number_flag,reversal_flag,hour_of_day,account_age_days,label,reconstruction_error,intent_score,IAI,reconstruction_error_scaled,CCR,CCR_grade
4608,0,4,1.23,14522.31,2,30,0,0,10,2135,0,0.03999902185283243,0,0.02399941311169946,0.3608347030680572,0.6391652969319428,B
8953,13,34,3.25,16258.55,5,93,1,0,15,809,1,0.07054746473734834,1,0.442328478842409,0.6548124680326866,0.34518753196731344,C
8062,22,27,0.22,25862.47,14,60,0,0,1,3012,0,0.005943053467227541,0,0.0035658320803365244,0.03310286064472926,0.9668971393552708,A
2790,15,12,2.79,19863.77,7,69,1,0,13,1170,1,0.030914471715639578,1,0.41854868302938375,0.2734110738134628,0.7265889261865373,B
2235,28,35,0.18,43155.43,4,7,0,0,7,1694,1,0.060487140991303034,0,0.03629228459478182,0.5579986467566418,0.4420013532433582,C
4502,25,3,1.26,20362.82,6,49,0,1,8,1198,1,0.02736596022512979,1,0.4164195761350779,0.23926257462890593,0.7607374253710941,A
8973,9,12,1.99,40179.64,10,28,0,0,23,264,1,0.03650963140874055,0,0.02190577884524433,0.327255145258156,0.672744854741844,B
8811,32,33,8.57,43248.59,6,8,0,0,2,308,1,0.06836205432956856,0,0.041017232597741135,0.6337815411982722,0.36621845880172776,C
4853,25,7,7.01,41052.78,19,32,0,0,13,2420,1,0.03357890383911329,0,0.020147342303467975,0.29905178497899937,0.7009482150210007,B
6183,16,13,0.28,36816.28,11,31,1,1,4,2673,1,0.004220744011345177,2,0.8025324464068071,0.016528507368137768,0.9834714926318622,A
6180,48,4,4.19,44727.19,1,59,0,0,17,2102,1,0.019310341576151382,0,0.011586204945690829,0.16174069324246004,0.8382593067575399,A
6718,4,15,1.95,32851.97,12,37,0,1,17,2535,0,0.005115119704510069,1,0.40306907182270607,0.02513538033738412,0.9748646196626158,A
9666,0,42,2.2,18112.97,18,39,0,0,8,468,0,0.05153468666944219,0,0.030920812001665313,0.47184621920287667,0.5281537807971233,B
3546,17,18,5.07,31137.42,20,27,1,0,21,3523,1,0.02759439644859403,1,0.4165566378691564,0.24146089192661074,0.7585391080733892,A
9004,16,3,1.43,38124.35,3,82,1,1,1,1396,1,0.033528702889862344,2,0.8201172217339174,0.29856868464829883,0.7014313153517011,B
5291,10,47,1.38,35072.67,15,71,1,0,3,3647,1,0.015034449909413434,1,0.40902066994564806,0.12059237415560899,0.879407625844391,A
3442,34,2,0.21,26918.87,12,75,0,1,4,1292,0,0.043329906394086785,1,0.42599794383645206,0.3928889061740859,0.6071110938259141,B
1653,22,13,2.21,40124.47,8,86,0,1,17,2572,1,0.035449870293421455,1,0.4212699221760529,0.31705671369633515,0.6829432863036649,B
4878,10,11,0.34,54833.25,14,4,0,1,13,3569,0,0.024894310141364208,1,0.41493658608481854,0.21547706876378242,0.7845229312362176,A
5065,17,10,6.71,10050.81,4,49,0,1,7,3374,0,0.03206571167993375,1,0.4192394270079603,0.28448983658119475,0.7155101634188052,B
6728,19,50,0.89,53256.55,8,29,0,0,12,1171,0,0.0311243898936137,0,0.01867463393616822,0.2754311858374887,0.7245688141625113,B
5573,22,41,1.96,58105.57,17,52,1,0,3,761,0,0.014969696317428368,1,0.40898181779045706,0.11996922893288307,0.8800307710671169,A
5349,2,6,0.84,36416.64,20,56,1,1,13,2124,0,0.02980964827721304,2,0.8178857889663279,0.2627789926191117,0.7372210073808882,B
4114,16,2,5.89,37786.33,14,1,0,1,13,2750,1,0.03318826226869497,1,0.41991295736121703,0.29529251200367995,0.70470748799632,B
6143,42,7,5.45,38226.49,10,65,1,1,10,2885,1,0.0177861510905564,2,0.8106716906543339,0.1470729043135951,0.8529270956864049,A
3085,12,26,0.51,34151.81,13,87,0,1,12,3444,1,0.029929390800471245,1,0.4179576344802828,0.2639313145064088,0.7360686854935912,B
5700,13,27,1.81,3977.13,19,78,1,1,14,2797,1,0.03513606276846486,2,0.821081637661079,0.31403684014125505,0.685963159858745,B
8752,50,50,1.02,16988.2,6,85,0,1,16,2622,1,0.02565577710943857,1,0.41539346626566315,0.22280491713285128,0.7771950828671488,A
2530,48,15,0.5,20785.13,10,29,0,0,0,1032,0,0.05960144426870626,0,0.03576086656122376,0.5494752943903752,0.45052470560962476,C
2193,29,26,0.69,80647.18,19,25,1,1,12,634,1,0.04434789526502642,2,0.826608737159016,0.4026853496186515,0.5973146503813485,B
1090,48,49,1.11,56358.89,4,100,1,0,5,1932,1,0.06421348081870369,1,0.4385280884912222,0.5938584468158187,0.4061415531841813,C
5082,7,29,2.19,25822.76,5,60,1,1,19,1777,0,0.024946791591029884,2,0.814968074954618,0.21598211510389026,0.7840178848961097,A
9976,28,10,1.67,43089.39,16,58,1,0,20,3166,1,0.035530484472925346,1,0.4213182906837552,0.3178324905961464,0.6821675094038536,B
8939,40,15,1.14,34057.95,9,57,0,1,7,1405,0,0.008504657486318509,1,0.40510279449179115,0.05775402296758779,0.9422459770324122,A
9849,5,8,3.29,24074.28,5,30,1,0,22,293,1,0.062246102402789764,1,0.43734766144167386,0.5749257139188767,0.4250742860811233,C
6421,34,29,3.72,15501.14,14,8,0,1,12,2878,0,0.04039133012310139,1,0.4242347980738609,0.3646100152470379,0.635389984752962,B
7232,30,0,0.77,37593.48,12,39,1,1,17,3306,1,0.01831673184481699,2,0.8109900391068903,0.15217885831787714,0.8478211416821229,A
4613,31,14,2.68,35369.94,9,56,1,0,12,2769,1,0.0107660500150227,1,0.40645963000901364,0.0795161508707791,0.9204838491292209,A
7624,46,10,5.79,54447.42,15,17,0,1,18,2745,0,0.0454767922283213,1,0.4272860753369928,0.413549098301338,0.586450901698662,B
8022,8,29,0.33,38116.97,6,7,1,1,10,1892,0,0.03170942167425303,2,0.8190256530045519,0.2810611400697158,0.7189388599302842,B
7211,17,48,0.93,65880.4,14,33,0,1,0,243,0,0.04945404022000804,1,0.42967242413200485,0.45182347057380406,0.548176529426196,B
6733,14,41,4.22,10922.63,3,100,0,0,7,3467,0,0.0578255612007001,0,0.03469533672042006,0.5323853845332807,0.46761461546671934,C
3496,15,8,3.57,31120.15,16,86,0,0,14,3171,0,0.04293678210353479,0,0.025762069262120876,0.3891057411621514,0.6108942588378485,B
2876,49,10,0.84,25964.42,10,14,0,1,18,1567,0,0.030081893296305017,1,0.41804913597778304,0.26539889644000264,0.7346011035599973,B
4249,4,37,0.04,39033.6,8,14,1,0,18,1452,0,0.022830865843080847,1,0.4136985195058485,0.1956198621221365,0.8043801378778634,A
7071,4,32,0.64,32028.63,11,2,1,1,3,1513,0,0.03409726036324077,2,0.8204583562179445,0.30404010117547137,0.6959598988245286,B
8532,45,9,4.0,10365.62,14,23,1,1,14,3412,1,0.042027352819873444,2,0.8252164116919241,0.3803540025149531,0.6196459974850469,B
5397,20,15,1.31,32176.46,3,36,1,0,14,2529,1,0.013847903825398888,1,0.40830874229523934,0.10917384892586855,0.8908261510741314,A
6511,1,31,1.83,37045.22,11,24,1,0,11,1424,0,0.017431387708600636,1,0.4104588326251604,0.1436588990069118,0.8563411009930881,A
5526,35,0,1.46,30360.65,17,25,0,0,23,2031,1,0.026947600750876908,0,0.016168560450526143,0.23523656310165464,0.7647634368983454,A
4937,44,30,2.5,26512.89,16,58,0,0,9,1686,1,0.012511070559837838,0,0.007506642335902702,0.09630906046428697,0.903690939535713,A
6016,42,37,0.49,27807.31,12,61,1,1,23,1384,1,0.010017988156246565,2,0.806010792893748,0.07231730430011601,0.927682695699884,A
8434,17,19,2.72,68382.17,9,30,0,0,10,3072,1,0.010739336916025816,0,0.00644360214961549,0.07925908188798118,0.9207409181120189,A
4033,12,13,0.28,17888.26,16,36,1,0,6,961,0,0.023394773827350293,1,0.4140368642964102,0.20104653507852693,0.7989534649214731,A
5952,0,45,6.97,38878.44,18,17,1,0,1,1226,1,0.03021724452107748,1,0.4181303467126465,0.2667014260220915,0.7332985739779085,B
3068,40,48,0.37,19877.01,16,14,0,1,15,1834,0,0.03697430388883356,1,0.42218458233330014,0.3317268421513406,0.6682731578486594,B
1841,16,30,0.76,66564.19,4,9,1,1,2,2608,1,0.04750519677616794,2,0.8285031180657008,0.4330691058406517,0.5669308941593483,B
3485,9,36,2.24,40286.9,10,11,0,0,17,2513,1,0.019850645238870743,0,0.011910387143322446,0.16694021400916176,0.8330597859908382,A
4697,49,33,2.34,29058.49,13,58,1,1,18,1280,1,0.005701793082463291,2,0.803421075849478,0.03078113220326259,0.9692188677967374,A
1986,39,47,2.2,18415.98,4,98,0,0,8,362,0,0.05206800225625359,0,0.03124080135375215,0.47697849140491033,0.5230215085950897,B
3847,35,4,0.54,55623.76,6,1,1,1,22,1954,1,0.0104558489727733,2,0.806273509383664,0.07653098369106665,0.9234690163089334,A
4792,18,45,1.53,27319.06,10,90,1,0,21,1113,0,0.0338677053166959,1,0.42032062319001756,0.3018310170733871,0.6981689829266129,B
4241,27,7,3.25,40781.93,18,29,0,1,4,274,1,0.06413171797613279,1,0.4384790307856797,0.5930716159515742,0.4069283840484258,C
6039,38,47,0.59,8074.78,19,37,1,0,14,2896,0,0.026367737769179524,1,0.41582064266150776,0.22965634993041217,0.7703436500695878,A
5460,32,34,3.66,33337.32,16,57,0,0,13,2502,1,0.008848171483836773,0,0.005308902890302064,0.06105977172886659,0.9389402282711334,A
2496,14,43,3.97,32283.22,19,76,0,1,18,3155,0,0.024720859279469935,1,0.41483251556768197,0.21380789377821507,0.7861921062217849,A
8708,33,41,2.53,25484.13,15,36,0,1,20,403,0,0.03190440432638308,1,0.4191426425958299,0.28293752259097094,0.7170624774090291,B
7690,21,20,1.52,48046.73,4,21,1,1,22,1210,1,0.022377130117599352,2,0.8134262780705597,0.19125341323418793,0.8087465867658121,A
7561,48,35,0.85,32855.29,2,59,0,1,8,504,0,0.015306763900878801,1,0.4091840583405273,0.12321294172045082,0.8767870582795492,A
7622,32,0,0.07,43846.38,18,60,1,0,6,1511,1,0.03576963330291996,1,0.421461779981752,0.32013389884800064,0.6798661011519993,B
9167,40,28,3.81,12469.54,2,27,1,0,9,3637,1,0.04052831456211561,1,0.42431698873726936,0.36592826178970356,0.6340717382102965,B
2989,1,40,2.05,56551.51,20,31,0,1,17,2292,1,0.012020389776732933,1,0.4072122338660398,0.09158707707306836,0.9084129229269317,A
4681,7,29,1.41,33993.34,4,83,0,1,22,2114,1,0.03106969810727108,1,0.4186418188643627,0.27490486869681785,0.7250951313031821,B
7807,30,30,1.42,49722.75,8,59,0,1,6,2111,1,0.003347193203280857,1,0.40200831592196856,0.00812203915276561,0.9918779608472343,A
3236,4,17,0.02,34430.47,14,44,1,0,9,3460,1,0.015270687387443737,1,0.40916241243246626,0.12286576550503946,0.8771342344949605,A
9022,9,28,0.33,54645.76,18,62,1,1,17,1575,1,0.04106944574405753,2,0.8246416674464345,0.3711357460474556,0.6288642539525444,B
6272,12,44,4.64,35972.54,8,74,1,0,13,1333,1,0.032353952335099315,1,0.41941237140105964,0.28726367169605954,0.7127363283039405,B
7246,24,42,2.52,30675.5,5,64,0,0,16,1389,1,0.019594673124813767,0,0.01175680387488826,0.1644769097331234,0.8355230902668767,A
8213,6,33,6.88,44677.03,15,2,0,1,20,336,1,0.06051132993456656,1,0.43630679796073996,0.5582314249543505,0.4417685750456495,C
5342,21,39,1.75,36079.45,13,84,0,1,21,1586,1,0.007948747675942754,1,0.4047692486055657,0.05240431908271284,0.9475956809172872,A
8994,34,2,0.44,14772.78,20,9,0,1,7,1807,0,0.07997396451980329,1,0.447984378711882,0.7455267917696355,0.25447320823036446,C
2646,28,10,8.36,34272.37,10,4,0,1,1,1498,0,0.06324288343605852,1,0.4379457300616351,0.5845180673303827,0.4154819326696173,C
3385,15,33,4.13,31077.21,14,73,0,0,5,2526,1,0.013549179833786744,0,0.008129507900272046,0.10629912919866559,0.8937008708013344,A
4945,31,37,1.62,44248.99,5,30,1,1,14,2761,1,0.02262202801082075,2,0.8135732168064925,0.19361014662207082,0.8063898533779292,A
8622,18,43,0.88,42362.5,18,21,0,1,11,1255,1,0.03781523530207284,1,0.42268914118124373,0.3398194031465832,0.6601805968534168,B
7951,44,16,0.12,50373.65,15,39,0,1,15,1001,1,0.0291045908344218,1,0.4174627545006531,0.25599399176040977,0.7440060082395903,B
6881,36,18,2.02,42035.22,10,3,1,1,0,3573,1,0.03315748524586366,2,0.8198944911475182,0.29499633453832047,0.7050036654616796,B
1803,38,47,5.65,79776.68,16,37,0,1,7,808,1,0.046838939904059296,1,0.4281033639424356,0.4266574957008072,0.5733425042991929,B
3240,40,6,2.78,11847.62,2,40,1,0,18,3029,1,0.03377402761201969,1,0.4202644165672118,0.3009295255521388,0.6990704744478612,B
5835,20,47,0.13,43254.04,14,23,0,0,17,2204,1,0.013861815137982987,0,0.008317089082789792,0.10930772208584132,0.8906922779141587,A
5465,10,16,1.88,57455.15,16,38,1,0,14,606,0,0.02300004963163234,1,0.41380002977897945,0.1972479736502637,0.8027520263497363,A
4696,43,46,1.33,51184.31,13,72,1,0,12,1113,1,0.009298774106821851,1,0.40557926446409315,0.06539606973571185,0.9346039302642881,A
8451,23,43,0.36,19602.97,9,75,1,1,3,987,0,0.02369965609292828,2,0.814219793655757,0.20398051791198257,0.7960194820880174,A
6374,39,14,2.14,68344.01,3,82,1,1,20,507,1,0.034236239499489944,2,0.820541743699694,0.30537754334906103,0.6946224566509389,B
1609,19,31,3.15,9757.88,4,13,0,0,12,1549,1,0.05478347232684014,0,0.03287008339610408,0.5031103576082777,0.4968896423917223,C
9850,26,37,1.08,34976.26,5,54,0,1,19,1175,0,0.02626067540836755,1,0.41575640524502055,0.2286260534383021,0.7713739465616979,A
7070,13,28,2.48,47421.61,15,31,1,0,21,2260,1,0.011101912417265367,1,0.40666114745035925,0.08274826580116061,0.9172517341988394,A
6876,3,25,0.86,29730.37,9,25,0,1,2,898,0,0.037636510462605126,1,0.4225819062775631,0.338099474931289,0.661900525068711,B
1349,3,50,0.38,40887.72,11,32,0,0,2,878,1,0.046719895495364344,0,0.028031937297218607,0.42551189200074374,0.5744881079992563,B
4817,21,49,2.19,45469.87,5,77,0,1,4,2242,1,0.020407027825562907,1,0.4122442166953378,0.17229446757682582,0.8277055324231741,A
3858,7,42,2.69,13546.44,1,17,0,1,7,1356,0,0.06648491556377654,1,0.43989094933826595,0.6157172142870073,0.3842827857129927,C
5347,3,8,0.55,50742.33,14,68,0,0,15,3216,1,0.018296192444673013,0,0.010977715466803808,0.15198120088011946,0.8480187991198805,A
2786,28,32,3.87,51462.28,8,79,0,1,14,157,0,0.020588011833508536,1,0.41235280710010513,0.17403613651724714,0.8259638634827529,A
8847,25,27,1.17,54483.54,4,63,1,0,2,2521,1,0.016064135886995,1,0.409638481532197,0.13050138272436584,0.8694986172756342,A
3067,17,39,2.01,33551.46,19,71,1,1,19,1237,0,0.009692171842586549,2,0.8058153031055519,0.06918186620132717,0.9308181337986728,A
8048,6,50,1.7,25642.57,4,84,0,1,14,1724,0,0.04396404491042255,1,0.42637842694625355,0.3989914307582396,0.6010085692417604,B
8430,25,26,1.1,23637.96,4,41,1,1,21,1563,1,0.024461919638720585,2,0.8146771517832324,0.21131603201177385,0.7886839679882262,A
8770,4,5,1.09,17439.96,3,12,1,0,23,3355,1,0.023877234533138544,1,0.41432634071988317,0.20568941394823126,0.7943105860517687,A
1982,37,35,2.57,67707.05,18,43,0,1,11,3103,0,0.05272378426003182,1,0.4316342705560191,0.4832892984238981,0.5167107015761019,B
1842,18,38,0.64,21145.94,10,46,0,0,4,2005,1,0.029036063276957867,0,0.01742163796617472,0.25533452842023596,0.744665471579764,B
2773,22,35,0.94,24533.65,12,15,1,0,13,3173,1,0.02267621293039076,1,0.41360572775823445,0.19413158601622255,0.8058684139837775,A
1430,38,42,0.49,16458.39,9,4,0,1,22,1421,1,0.04062672135119234,1,0.4243760328107154,0.36687526285353805,0.6331247371464619,B
3972,9,36,2.82,31631.7,13,9,0,0,2,911,0,0.040633527250153206,0,0.024380116350091924,0.3669407582692178,0.6330592417307822,B
8432,21,10,3.59,53631.88,12,40,1,0,1,674,0,0.029395576207944543,1,0.41763734572476674,0.25879424020740915,0.7412057597925908,B
1815,43,5,10.18,60670.65,9,57,1,1,19,1726,0,0.03848569724102289,2,0.8230914183446137,0.34627148003480623,0.6537285199651938,B
9394,7,22,4.08,8707.06,14,15,1,1,16,1293,0,0.047809934258432565,2,0.8286859605550596,0.4360016953764186,0.5639983046235815,B
7475,38,3,2.87,72974.12,1,27,1,0,4,1215,0,0.024713634775196933,1,0.4148281808651182,0.21373836998522883,0.7862616300147711,A
1126,31,47,5.22,51310.55,14,23,0,1,17,2079,0,0.03489014339458519,1,0.42093408603675114,0.31167027670730374,0.6883297232926963,B
6802,4,25,2.68,13632.79,2,56,0,1,2,2388,0,0.03156946349127888,1,0.41894167809476734,0.2797142762058261,0.7202857237941739,B
7626,45,40,0.14,30321.02,14,38,0,1,0,733,0,0.03084272334286109,1,0.41850563400571666,0.2727206155027395,0.7272793844972605,B
8538,44,23,1.04,28764.78,3,56,0,0,13,1670,0,0.007379332983178913,0,0.004427599789907348,0.04692465325000414,0.9530753467499958,A
7484,19,47,1.96,35459.28,11,29,1,0,2,2623,1,0.017007192210943014,1,0.4102043153265658,0.13957672549709094,0.860423274502909,A
9355,12,49,1.99,22106.46,12,45,0,0,3,1078,0,0.031696708301422745,0,0.019018024980853646,0.2809387950800239,0.719061204919976,B
3504,48,48,4.81,41234.84,3,23,1,1,18,1868,1,0.03915815518856372,2,0.8234948931131383,0.3527427651735639,0.647257234826436,B
6295,40,20,3.04,45203.6,5,57,0,1,14,1270,1,0.0036129111564074767,1,0.40216774669384453,0.010679130860072703,0.9893208691399273,A
1920,22,32,3.8,38291.48,3,40,1,1,1,1540,1,0.03413827316142821,2,0.8204829638968569,0.30443478089095366,0.6955652191090463,B
2257,41,5,2.5,19298.02,20,77,1,1,18,3273,0,0.08062094942157061,2,0.8483725696529424,0.7517529413677161,0.2482470586322839,D
1672,28,36,1.25,14961.88,7,42,1,0,1,453,0,0.040933462785368614,1,0.42456007767122117,0.36982713708104226,0.6301728629189578,B
6626,45,5,0.86,36846.91,17,83,0,0,7,1829,0,0.03783369459724046,0,0.022700216758344275,0.3399970430464862,0.6600029569535137,B
3600,23,23,6.33,32848.93,10,50,1,1,21,244,0,0.014236521997742791,2,0.8085419131986458,0.11291365007259761,0.8870863499274024,A
6482,4,21,0.6,32336.45,4,72,1,1,8,2498,1,0.02600009916220841,2,0.8156000594973251,0.22611844207695297,0.773881557923047,A
6461,5,37,0.64,54655.92,5,45,1,1,4,2933,0,0.023961033542561603,2,0.814376620125537,0.2064958395192356,0.7935041604807644,A
6072,35,24,7.95,24220.51,11,17,0,1,16,104,0,0.03676196174330995,1,0.422057177045986,0.32968340348624037,0.6703165965137596,B
3953,13,21,0.02,30795.88,16,25,0,0,4,1241,0,0.02917647499294335,0,0.01750588499576601,0.2566857567822283,0.7433142432177717,B
2657,32,49,10.0,34481.66,18,95,0,1,19,2476,0,0.04310986241852052,1,0.42586591745111235,0.3907713502523178,0.6092286497476822,B
3658,11,44,5.01,42495.06,20,22,1,0,13,2800,0,0.013408236967744234,1,0.4080449421806466,0.10494278940408024,0.8950572105959198,A
8277,39,18,4.46,57053.62,15,30,0,1,15,1536,1,0.03024020052917871,1,0.41814412031750725,0.2669223392771344,0.7330776607228656,B
8218,29,49,3.61,32867.34,10,100,1,1,5,3311,0,0.03142944011981314,2,0.818857664071888,0.2783667850115311,0.7216332149884689,B
5096,3,41,7.23,50352.97,16,48,0,0,9,3155,1,0.013810180779871246,0,0.008286108467922748,0.1088108275877991,0.8911891724122009,A
8361,32,9,4.64,28892.71,14,12,0,1,11,1729,0,0.03510465861694705,1,0.42106279517016826,0.31373462760922144,0.6862653723907786,B
9224,23,15,2.85,42611.55,13,11,1,0,0,435,1,0.04762850303799735,1,0.42857710182279846,0.43425572276236485,0.5657442772376351,B
6493,50,9,0.85,23136.45,5,5,1,1,22,3138,0,0.023122962966556106,2,0.8138737777799337,0.19843080930646512,0.8015691906935349,A
8349,39,0,2.44,25533.33,3,3,1,0,4,3008,0,0.014428471786903015,1,0.4086570830721418,0.1147608463508523,0.8852391536491477,A
7934,7,49,4.1,37659.48,10,31,1,0,1,1749,1,0.02969757904476341,1,0.4178185474268581,0.26170051334599814,0.7382994866540018,B
8489,4,7,2.64,33095.65,16,77,0,0,22,1223,1,0.04200427164680107,0,0.02520256298808064,0.3801318847560143,0.6198681152439858,B
6780,15,36,1.08,19065.31,14,24,0,1,2,2258,1,0.02347114606448371,1,0.41408268763869027,0.20178149036455267,0.7982185096354473,A
9316,35,1,1.01,38234.6,13,61,0,1,11,3091,0,0.02290975404870704,1,0.41374585242922424,0.19637902940472857,0.8036209705952715,A
2106,22,15,0.62,37302.43,4,99,1,0,1,2266,1,0.05884578648344974,1,0.43530747189006985,0.5422033497080349,0.45779665029196515,C
3868,49,43,1.05,17257.01,15,90,1,0,4,2962,0,0.028051259165185957,1,0.4168307554991116,0.24585743288377487,0.7541425671162252,A
8498,2,18,1.14,33215.73,7,6,0,0,10,2141,0,0.02359582553724443,0,0.014157495322346657,0.20298132214903108,0.7970186778509689,A
9897,30,16,2.23,27748.28,2,97,0,1,11,3576,1,0.03153188325072342,1,0.41891912995043407,0.27935262912721426,0.7206473708727857,B
5476,7,23,0.92,51721.02,14,52,1,1,10,2062,1,0.005864965804121764,2,0.8035189794824731,0.03235139724746448,0.9676486027525355,A
7018,33,17,0.72,34906.72,3,94,1,0,13,3398,0,0.04530714457866463,1,0.42718428674719877,0.4119165228844467,0.5880834771155533,B
5813,20,6,2.31,65943.02,3,42,1,1,14,2969,0,0.011274210716005907,2,0.8067645264296036,0.08440634929047082,0.9155936507095291,A
8272,22,28,5.66,39821.36,2,94,1,1,8,3271,1,0.04414709549976137,2,0.8264882572998569,0.400752987094604,0.599247012905396,B
2229,42,40,2.37,22523.1,13,47,0,0,4,2807,1,0.03862313567028069,0,0.023173881402168413,0.34759409547567166,0.6524059045243283,B
1570,8,4,0.99,65247.75,8,100,1,1,12,162,1,0.07992406721920522,2,0.8479544403315232,0.7450466135503057,0.25495338644969434,C
8371,23,23,1.52,11591.4,15,98,0,0,16,1660,0,0.029129284740823415,0,0.01747757084449405,0.25623162938533345,0.7437683706146665,B
5566,15,7,0.14,39592.96,1,95,0,1,16,2330,0,0.03931803624014882,1,0.4235908217440893,0.3542813533884482,0.6457186466115519,B
5264,45,28,3.86,12228.99,7,79,1,1,6,585,0,0.01137746853728711,2,0.8068264811223723,0.08540003344092392,0.914599966559076,A
8406,11,45,11.74,47029.32,15,12,1,1,22,2282,0,0.07089527656014762,2,0.8425371659360886,0.6581595761874734,0.34184042381252655,C
5914,10,45,3.26,24129.32,6,47,0,0,6,999,0,0.033516702750077364,0,0.020110021650046418,0.2984532033359914,0.7015467966640085,B
1430,23,35,2.77,27038.33,19,48,1,0,19,299,0,0.01049321332277024,1,0.40629592799366215,0.07689055318346211,0.923109446816538,A
8842,33,26,0.48,23094.94,14,74,0,0,10,333,1,0.02379833218550783,0,0.014278999311304698,0.20493011057245436,0.7950698894275456,A
9476,22,8,2.02,31266.55,18,82,0,0,13,3586,0,0.03888644300800693,0,0.023331865804804158,0.35012798903404946,0.6498720109659506,B
3034,33,9,0.92,17007.78,10,22,0,1,22,1447,0,0.01756046935549296,1,0.4105362816132958,0.1449010943683845,0.8550989056316155,A
9501,18,5,0.2,27588.72,9,26,1,0,20,2546,0,0.010977629794889386,1,0.40658657787693364,0.08155225303913034,0.9184477469608696,A
9234,41,10,3.63,49694.9,19,75,0,0,21,2981,1,0.04962845531651838,0,0.02977707318991103,0.4535019247078506,0.5464980752921493,B
6531,36,2,1.5,41612.38,1,11,0,1,20,3171,0,0.02025995707859897,1,0.4121559742471594,0.17087915715830193,0.8291208428416981,A
1496,31,40,2.02,25945.55,18,38,1,1,7,1693,0,0.016689128021728103,2,0.8100134768130369,0.13651588865463177,0.8634841113453682,A
2195,44,3,1.7,25934.45,6,57,1,1,14,1423,1,0.019257352923676033,2,0.8115544117542056,0.16123076592203722,0.8387692340779628,A
6121,45,20,0.44,14276.63,12,52,0,1,16,464,0,0.017008842332979328,1,0.4102053053997876,0.13959260516696442,0.8604073948330355,A
8642,7,17,1.27,14292.4,15,32,0,0,1,1603,0,0.02879581236799399,0,0.017277487420796392,0.25302251449812146,0.7469774855018785,B
7850,15,10,2.24,31621.24,11,74,1,0,5,2138,0,0.015034284416125943,1,0.40902057064967556,0.12059078155899262,0.8794092184410074,A
6055,31,1,1.34,34567.27,3,51,1,0,6,1475,0,0.013668194580295577,1,0.4082009167481774,0.1074444474497059,0.8925555525502941,A
